,osm_id,name,type,width,geometry,Length,NAME_1
73,25951584,,10986.820762863174,0,"LINESTRING (965048.2000517034 7366927.021886655, 964883.7412195171 7367021.264838756, 964777.4195480575 7367131.934114491, 964651.3254764841 7367158.24640592, 964589.9886813262 7367283.151263847, 964623.7233954124 7367370.998291736, 964565.0759578936 7367448.427327177, 964455.6159898984 7367475.187814918, 964370.8663708379 7367386.128319314, 964303.7394680972 7367344.908223809, 964231.8520289338 7367310.829608768, 964185.8389903891 7367281.06168968, 964153.0892416737 7367211.433186818, 964102.0573138532 7367198.529290555, 964007.2017923264 7367209.346185472, 963923.8493405974 7367217.634537912, 963806.7462269608 7367255.748777211, 963766.827602347 7367215.920574838, 963725.8123499457 7367156.006971583, 963666.8797487003 7367150.648077426, 963615.1038682857 7367115.505539998, 963600.3173219226 7367057.724883237, 963586.9552334859 7366991.32189558, 963561.7279219122 7366916.324323725, 963524.6478124345 7366845.98894355, 963489.3764954088 7366791.44014473, 963416.3949773526 7366763.854919052, 963353.1849462071 7366797.636310916, 963283.5481429112 7366870.206108468, 963199.1678523206 7366924.825614917, 963095.7054363429 7366947.523642945, 963000.5128886451 7366973.803813621, 962863.2715020499 7366986.474001939, 962742.1905653817 7366995.199047024, 962624.3376932427 7366997.825271525, 962544.8933260936 7366969.181570962, 962458.3569642336 7367010.186723665, 962396.6099557255 7367048.656908973, 962327.6434703083 7367063.80011119, 962250.0193391342 7367050.961620807, 962206.953447441 7367083.666722057, 962138.0486318212 7367138.662390023, 962098.2669635804 7367205.10059504, 962065.6494030543 7367255.018950204, 962070.807124614 7367344.382972902, 962089.6182483531 7367431.564402192, 962112.3238716004 7367481.783530576, 962105.2570473347 7367564.686416092, 962059.7279733415 7367625.733460058, 961975.3708240972 7367667.097136765, 961935.2221588418 7367722.397136503, 961866.3199982888 7367764.109326802, 961872.5285012103 7367833.710354097, 961849.3143757618 7367920.569918057, 961814.2154969384 7367985.55185348, 961745.9710955832 7367983.119121107, 961690.3001128056 7367984.974463368, 961664.5406529824 7368047.083196225, 961625.1736615665 7368137.900383615, 961556.2884610307 7368179.59747026, 961574.0104008138 7368259.934222981, 961625.0902340038 7368312.606459951, 961647.1449467225 7368406.935691609, 961597.4441883229 7368546.892044886, 961559.8871622477 7368640.205484333, 961503.959845989 7368697.306754772, 961516.0114742753 7368825.34545756, 961532.6863381092 7368925.389172008, 961555.4419355921 7369015.39435647, 961593.6373195383 7369105.720646682, 961563.7540866053 7369286.512651685, 961533.8367104989 7369440.748125492, 961479.7420625873 7369513.611725814, 961507.8860089458 7369611.112139625, 961434.431135439 7369694.028546368, 961374.2993663929 7369803.455721362, 961342.1716391698 7369917.522445488, 961301.4298850691 7370030.14304617, 961252.1180788972 7370167.87554503, 961240.2198603568 7370360.394880596, 961252.5850268985 7370390.155625287, 961276.9223507894 7370432.406638079, 961315.2860836615 7370484.520239492, 961399.218142861 7370625.848269057, 961430.2544735759 7370687.17409924, 961489.6227681285 7370743.636723954, 961548.6411682327 7370770.694004812, 961588.2887554453 7370836.357999667, 961608.5260205471 7370914.659060653, 961607.9762094805 7371022.665802066, 961587.3036615187 7371138.886361175, 961523.0632074329 7371287.624965689, 961506.2216526399 7371389.436381315, 961465.5365606325 7371499.752484355, 961428.9248168182 7371630.65600196, 961395.5221759975 7371742.165485154, 961330.139556169 7371856.54135229, 961306.1603283059 7371914.728588245, 961287.6653529536 7372007.272472955, 961280.224737776 7372267.986745712, 961299.706442198 7372390.146670423, 961333.2614156154 7372607.135368744, 961408.0220276674 7372754.936941847, 961501.0422786046 7372932.203287959, 961629.3812388 7373055.841316869, 961785.0277425614 7373154.286307846, 961917.0710079821 7373255.446347529, 962062.6208244493 7373338.178103273)",12376.04973281873,Hálshreppur
143,27746514,,5940.00377450789,0,"LINESTRING (892322.7160631604 7335793.357745802, 892381.2557988774 7335882.834411005, 892352.6037270091 7335937.904707103, 892344.9893000302 7336049.70114076, 892296.9105327306 7336121.763357234, 892345.0736528656 7336238.663676523, 892318.8618179148 7336304.568052545, 892337.4176893288 7336426.531026374, 892340.1743477341 7336510.881510437, 892277.3509003092 7336575.634144986, 892245.5081564935 7336615.831529684, 892231.5482927074 7336656.884116587, 892233.4384786948 7336741.474872816, 892258.1893442695 7336818.343829831, 892176.9643531784 7336913.173318209, 892151.520723084 7336939.568032365, 892153.1290949979 7337045.866863754, 892027.2386177157 7337129.063789082, 891982.1532074283 7337198.971961101, 891959.1866817567 7337266.499437134, 891947.273801541 7337332.841269843, 891976.8250696373 7337375.00693592, 892036.1286853901 7337418.578722442, 892051.8707509821 7337442.518710191, 892047.0636599801 7337477.207380791, 891996.1921940933 7337529.988386198, 891958.2198736039 7337568.232706873, 891946.2240129948 7337615.521552102, 891982.6779047314 7337666.806514136, 892029.3617586547 7337703.185316594, 892043.9887413505 7337735.122055155, 892016.8728274887 7337812.941868692, 892000.2707835212 7337854.1469404, 892007.7117046739 7337898.684033603, 892055.2120786149 7337948.773506233, 892103.9012484751 7338009.908217938, 892129.6617297721 7338059.702789064, 892136.7296681374 7338106.906033636, 892122.5127510378 7338170.188724769, 892131.4250703393 7338204.05131689, 892197.6136818284 7338256.724437202, 892243.9141223173 7338295.772798017, 892265.809041149 7338334.153886545, 892228.7458833451 7338405.135787122, 892220.2358482179 7338466.492763361, 892289.4554877216 7338516.872716186, 892325.5168193097 7338570.805369711, 892333.3192025094 7338612.666530809, 892351.430077415 7338658.675177484, 892424.5003575925 7338720.473532755, 892437.797338184 7338801.14851084, 892444.929975973 7338867.382622093, 892486.4824641451 7338960.131608232, 892551.7666438336 7339077.924956999, 892517.8236206591 7339165.627895047, 892493.2098803292 7339205.706898227, 892445.6816118238 7339234.442270131, 892395.0377102094 7339246.4319332, 892388.7443315873 7339291.771610274, 892399.2113583582 7339333.992300945, 892517.1966542745 7339385.706376604, 892553.6104567135 7339436.965344081, 892540.049234309 7339475.85027772, 892521.5176424629 7339511.31661236, 892511.7362747145 7339542.575102143, 892514.2706867651 7339602.715078225, 892550.1745718245 7339716.409094438, 892576.0609079392 7339804.247111411, 892601.8685364588 7339873.05472912, 892611.6635780071 7339939.638276123, 892595.2169700005 7340018.867978715, 892578.3226274275 7340081.743866537, 892613.6136001614 7340140.989759064, 892625.9997932303 7340188.902341314, 892625.8560750934 7340248.659874259, 892611.3355752705 7340333.59143474, 892644.1094479207 7340430.517773427, 892651.5224608558 7340475.02261788, 892661.68373093 7340538.918405068, 892641.9760492032 7340661.158198671, 892627.4549610456 7340746.07837777, 892631.8293257265 7340792.866989703, 892668.1499444661 7340825.075577099, 892715.1386841475 7340858.779022411, 892744.207878768 7340880.039335876)",6003.317236969233,Hálshreppur
174,28356212,,20897.775805031808,0,"LINESTRING (1010633.46167129 7370771.544230934, 1010609.312183906 7370890.941448542, 1010591.521225996 7370973.125138939, 1010526.853877918 7371085.31608232, 1010468.459285108 7371253.775244658, 1010407.420695169 7371391.411456709, 1010332.603511302 7371468.668663484, 1010298.088617495 7371536.756580753, 1010263.314762949 7371621.325309251, 1010254.515364546 7371699.617078442, 1010253.490470267 7371765.55326288, 1010324.529166406 7371844.667741845, 1010313.288268131 7371936.290556389, 1010367.822628563 7372015.140004555, 1010425.246807838 7372108.29729412, 1010497.624496417 7372300.601292142, 1010582.550090138 7372544.792282639, 1010662.033199159 7372878.85649997, 1010702.868646527 7373032.308269651, 1010726.195209374 7373221.115541242, 1010739.729759639 7373267.656481976, 1010736.444737497 7373390.9772747, 1010749.192650301 7373486.950446349, 1010813.822275036 7373600.681173978, 1010844.976807227 7373716.534581184, 1010873.493646083 7373801.609532293, 1010855.467692969 7373869.903424592, 1010887.103404003 7373983.084442033, 1010822.134104002 7374172.169068522, 1010875.545048841 7374316.863944043, 1010816.960227385 7374441.034386973, 1010803.331663243 7374485.32848846, 1010856.282502755 7374602.406381814, 1010910.923933183 7374725.28722092, 1010994.922570194 7374823.267449345, 1010989.436910634 7374943.369932242, 1011012.373879924 7375013.638207953, 1011016.873803596 7375094.293156068, 1011039.850364282 7375134.283637191, 1011149.997966581 7375239.819689641, 1011145.563651902 7375294.053343458, 1011155.429269447 7375345.396541998, 1011198.439634092 7375441.360909604, 1011222.830585372 7375503.635026694, 1011276.012553883 7375604.208157738, 1011271.746507163 7375702.504745017, 1011302.887299935 7375788.029579574, 1011374.222176105 7375894.69000947, 1011390.879464575 7375939.017367498, 1011363.288776662 7376074.30238214, 1011329.926338828 7376180.992074862, 1011324.016772392 7376243.186963062, 1011405.602940659 7376293.94461538, 1011434.157908584 7376318.44721528, 1011443.300990863 7376358.644717646, 1011393.510632994 7376434.792669011, 1011342.91775331 7376560.317243905, 1011346.731889834 7376599.535986038, 1011438.694546718 7376668.699194032, 1011526.298497896 7376731.562949417, 1011553.603826283 7376777.849422152, 1011616.632837672 7376899.47303726, 1011673.677829096 7376978.728709294, 1011684.504047188 7377024.7293073, 1011636.294063217 7377167.174000825, 1011637.167707632 7377222.351191791, 1011739.486021579 7377309.919430168, 1011790.20838242 7377393.509662282, 1011786.73403166 7377442.385503809, 1011766.949411696 7377535.025941556, 1011784.287576498 7377590.468272237, 1011878.866653764 7377794.890671207, 1011934.846719892 7377909.697424444, 1011949.246074726 7377981.099312979, 1011945.705431835 7378060.207405671, 1011925.21162808 7378141.688623516, 1011921.730448564 7378190.541165466, 1011950.417426131 7378259.068929926, 1011992.41886134 7378330.047011994, 1012028.447775744 7378358.677007285, 1012071.049834604 7378366.516249564, 1012096.484722046 7378362.942231515, 1012145.393516097 7378366.451504898, 1012166.907454928 7378384.15756536, 1012178.479199889 7378411.040126698, 1012177.43961692 7378446.596383975, 1012166.670648193 7378505.103175067, 1012145.310983055 7378531.427525864, 1012132.640483331 7378570.334742612, 1012122.574555486 7378639.977157139, 1012156.150163969 7378681.904926376, 1012196.360800911 7378672.808858656, 1012212.214884215 7378736.216810424, 1012224.211796225 7378790.671525122, 1012239.299531534 7378873.177351946, 1012225.803091056 7378961.426861255, 1012210.411074061 7379030.077540378, 1012197.467178601 7379085.432349461, 1012155.7311647 7379132.734500641, 1012135.351327472 7379153.723988605, 1012183.306161796 7379309.138314909, 1012214.77002602 7379362.744122874, 1012213.96499755 7379473.410872842, 1012213.817884551 7379545.085024325, 1012230.718913634 7379606.868610598, 1012231.176246383 7379663.44077609, 1012201.929676816 7379834.044650507, 1012199.453550858 7379918.320606048, 1012164.944953691 7380046.658071199, 1012164.355386509 7380144.300633186, 1012184.902073696 7380198.058209276, 1012222.407344477 7380372.226601589, 1012251.928814732 7380518.864607685, 1012339.452521987 7380728.304538919, 1012485.44645221 7380785.620814617, 1012521.527876931 7380813.991205532, 1012526.23412126 7380847.436313895, 1012503.71174348 7380910.6217159, 1012481.74573089 7380982.58563993, 1012507.811660279 7381124.216952344, 1012527.568062936 7381182.155901158, 1012504.053473413 7381262.510035546, 1012499.461185685 7381346.364885719, 1012506.657361637 7381460.604981773, 1012544.219716931 7381586.972976783, 1012588.03068984 7381738.362877234, 1012620.547929085 7381892.014909612, 1012643.381796976 7382015.647178947, 1012660.249531121 7382077.377790655, 1012779.39065293 7382138.447711941, 1012871.144080812 7382218.3360515, 1012909.345681256 7382305.727647417, 1012920.941676548 7382407.732513039, 1012911.069301141 7382531.825602039, 1012932.372372006 7382722.444920622, 1012970.99178981 7382866.331319301, 1013148.031003577 7383131.292081557, 1013262.462768155 7383358.63426168, 1013296.526737903 7383479.958019287, 1013306.835368571 7383553.484339821, 1013312.321303436 7383641.312252444, 1013394.081031571 7383786.639526141, 1013463.518969673 7383892.789521481, 1013504.393151787 7383965.455587506, 1013531.05874262 7384126.631545795, 1013541.192765466 7384189.25704765, 1013528.04033571 7384377.764541911, 1013544.018383204 7384467.514393395, 1013657.762789179 7384568.840910864, 1013853.872133697 7384717.960163664, 1013917.429926788 7384796.987501209, 1013936.730483192 7384856.970616781, 1013947.489469198 7385021.673423578, 1013971.842888164 7385112.958784678, 1013970.611857248 7385201.677640387, 1013962.148102413 7385282.5401318, 1013985.793909558 7385354.168249822, 1014016.752321531 7385409.785291812, 1014039.309963406 7385522.428464235, 1014033.719356071 7385599.479279115, 1014013.90357214 7385706.420921895, 1014037.234818336 7385814.852574145, 1014071.529414208 7385899.283936935, 1014109.001948859 7385943.100592807, 1014109.782759591 7385997.460840489, 1014098.746483354 7386103.857714097, 1014079.93724845 7386193.619350787, 1014049.932614273 7386261.789606679, 1014046.670801721 7386326.239111497, 1014069.367103702 7386391.167237291, 1014073.645876394 7386485.197412612, 1014095.406219823 7386543.447341124, 1014213.387661783 7386714.93848299, 1014247.118218274 7386790.571380175, 1014232.804825028 7386902.833116449, 1014180.030718944 7386988.44506371, 1014164.406505601 7387037.580423867, 1014188.876650433 7387139.679320215, 1014212.263910839 7387224.22229257, 1014262.598341814 7387409.154064604, 1014286.361496792 7387491.607719989, 1014369.640781339 7387580.761199523, 1014412.893823379 7387710.179108173, 1014401.298905991 7387807.728624968, 1014391.233849524 7388013.941962512, 1014399.377111239 7388086.971368247, 1014434.666151918 7388305.915790731, 1014450.262333219 7388373.835368766, 1014541.202427254 7388444.895186581, 1014581.812312612 7388506.610982108, 1014587.824542883 7388637.754766793, 1014676.572057271 7388732.254513082, 1014734.03277804 7388773.26468821, 1014774.865593247 7388822.026184116, 1014790.684713227 7388876.968503292, 1014773.65033102 7388945.312613153, 1014749.481025845 7388981.984554846, 1014787.585742356 7389045.401989361, 1014873.553075759 7389061.379530646, 1015022.356705326 7389054.372837807, 1015096.371141424 7389052.972792197, 1015174.581867879 7389052.34366762, 1015213.791596991 7389074.809878734, 1015239.156907811 7389125.026344203, 1015223.814489328 7389195.846012875, 1015214.933860147 7389221.67512206)",21058.42804267734,Hálshreppur
175,28356580,,23254.02968297123,0,"LINESTRING (1006615.123226161 7370502.195915948, 1006545.224006687 7370600.584338744, 1006457.672148497 7370757.192882259, 1006431.908244097 7370847.043704717, 1006440.913871803 7370940.827382662, 1006465.300395767 7371001.957913708, 1006509.270153623 7371085.540769837, 1006583.189984752 7371134.388609052, 1006610.895927216 7371177.225513298, 1006612.793879598 7371231.901773966, 1006584.978670544 7371385.143635741, 1006591.721432116 7371556.465818292, 1006618.60366881 7371629.84907489, 1006590.776228353 7371757.087560441, 1006629.605343707 7372038.12867956, 1006711.002836916 7372123.778000202, 1006767.63741859 7372228.536526538, 1006768.74670304 7372417.682908073, 1006732.385297662 7372552.769360159, 1006756.365895551 7372720.08074905, 1006737.694913338 7372874.904942373, 1006717.335057104 7372960.928537595, 1006618.326484977 7372985.445112191, 1006595.889165367 7373056.931335351, 1006607.789210231 7373186.590387879, 1006654.840058715 7373317.908593835, 1006674.849779978 7373441.951283848, 1006662.402965512 7373562.460687328, 1006650.3713748 7373654.702403683, 1006628.762878747 7373721.588362338, 1006625.446473295 7373765.841577492, 1006664.358200513 7373850.816810924, 1006727.18205702 7373921.239950589, 1006739.674522545 7373982.527357094, 1006759.233101526 7374030.927682884, 1006846.58068175 7374096.380363858, 1006915.637539576 7374210.436476942, 1006969.913343267 7374262.789152279, 1007029.809523973 7374375.184013897, 1007071.815371078 7374404.066607383, 1007216.538003915 7374569.644674815, 1007353.130836072 7374688.917726062, 1007429.012914613 7374778.255694027, 1007514.86978519 7374864.696648197, 1007572.216238324 7375120.56880415, 1007629.78078457 7375258.486702062, 1007733.066016774 7375378.779349423, 1007834.262401382 7375510.483400879, 1007904.696255984 7375603.555151208, 1007995.500876705 7375688.534985026, 1008072.593322108 7375745.069147124, 1008123.252513434 7375881.723767668, 1008133.605191647 7375980.34994612, 1008207.73819451 7376130.713242836, 1008316.323152948 7376351.054193632, 1008377.764538168 7376480.230462388, 1008412.209425971 7376576.155104586, 1008400.352984251 7376602.304549784, 1008322.618815377 7376640.013277208, 1008295.130909481 7376764.732550052, 1008302.366878372 7376841.526923801, 1008289.242588558 7376900.464682906, 1008292.535299786 7376960.035189861, 1008349.809624972 7377086.055517548, 1008337.523422699 7377140.41777453, 1008280.975095506 7377217.365635397, 1008273.016293202 7377338.546242888, 1008258.622105323 7377456.187697747, 1008234.063747439 7377538.964857529, 1008213.675172349 7377598.906377693, 1008182.268489516 7377680.421850363, 1008171.435769383 7377739.755174474, 1008193.6332138 7377786.250685081, 1008238.273402722 7377813.270289824, 1008285.210838252 7377814.760241815, 1008350.64196753 7377805.488495657, 1008391.142827155 7377803.462998769, 1008427.26046839 7377838.352306586, 1008448.20308655 7377891.691813087, 1008434.880690536 7377938.78315473, 1008424.442863897 7378021.752203159, 1008449.100985402 7378106.427286902, 1008497.21604291 7378204.812260084, 1008531.424151598 7378288.869883457, 1008564.195230067 7378342.020436693, 1008618.578563755 7378380.241355263, 1008683.95598677 7378422.849167229, 1008722.722454014 7378507.733053016, 1008739.659787564 7378621.636910795, 1008784.017542278 7378714.615616331, 1008765.685407981 7378789.060528976, 1008729.261260093 7378897.913438877, 1008741.032101483 7378975.498868763, 1008826.833070964 7379151.47037373, 1008840.069826827 7379208.11395308, 1008856.841702992 7379258.322583001, 1008833.282350699 7379374.211375146, 1008876.568811889 7379485.835579002, 1008892.058580394 7379568.810276544, 1008886.561657087 7379676.216053159, 1008893.483093056 7379818.882875278, 1008954.014280819 7379900.65541527, 1009023.200648076 7380038.21540466, 1009055.887376018 7380143.166381515, 1009126.119061116 7380262.063881488, 1009144.934865223 7380326.770496804, 1009153.757689499 7380420.283728295, 1009158.374815304 7380562.499920971, 1009198.026336443 7380732.334889829, 1009221.343662491 7380849.69463033, 1009312.019949835 7381024.153055296, 1009372.991416404 7381219.069519093, 1009399.535942814 7381395.89006713, 1009422.220200671 7381503.692490099, 1009446.572865268 7381602.377197218, 1009370.390610331 7381812.161272772, 1009305.968910904 7381906.337939197, 1009271.240697518 7381980.049828395, 1009211.967772949 7382110.480650786, 1009197.31788058 7382216.122841409, 1009299.500424918 7382430.297726714, 1009372.885698335 7382608.583862276, 1009367.542107968 7382727.688404122, 1009369.459585005 7382845.760135964, 1009355.378155132 7382986.795069525, 1009409.768502219 7383088.583403374, 1009460.738411516 7383260.379229068, 1009532.596954723 7383318.288303027, 1009643.741706708 7383444.619784763, 1009664.563670019 7383523.771409262, 1009652.361912873 7383641.574903585, 1009656.729025013 7383771.844855041, 1009694.297720635 7383875.241079715, 1009770.612009696 7383985.75339632, 1009850.431767314 7383974.525137929, 1009969.752272236 7384017.623531505, 1009988.048252058 7384110.426127538, 1010007.320992578 7384236.356712308, 1010074.826680539 7384394.674800198, 1010146.419447483 7384581.977969614, 1010226.180304487 7384711.950084931, 1010284.453650115 7384805.025818983, 1010322.673064131 7384981.484114305, 1010328.437424308 7385116.660613259, 1010386.499555778 7385313.224058772, 1010442.873044937 7385518.871758917, 1010471.45339795 7385632.349017703, 1010471.066561935 7385724.032750228, 1010428.742082668 7385864.450432522, 1010426.734201661 7385939.349535477, 1010539.240507521 7386134.130784999, 1010550.946615201 7386185.677114562, 1010548.878072649 7386286.444209691, 1010558.853078518 7386372.953496469, 1010588.664716676 7386479.579364058, 1010691.03897693 7386550.177093749, 1010821.154229576 7386623.536330492, 1010849.152516206 7386701.601243866, 1010864.447117838 7386810.254881654, 1010849.907319583 7386927.511032367, 1010804.746107378 7387032.064033433, 1010805.176371344 7387119.161053316, 1010848.870939329 7387214.207810454, 1011006.037843785 7387485.380872166, 1011077.751393629 7387632.61816395, 1011099.559199876 7387693.072607915, 1011058.407668596 7387763.066863065, 1010993.833417208 7387845.207339951, 1010957.474848119 7387901.986257337, 1010950.411517014 7388004.123126933, 1010911.665738839 7388112.164439061, 1010874.352595528 7388225.177396554, 1010845.372670625 7388318.565940926, 1010843.577245075 7388379.340873383, 1010872.385012258 7388452.819649627, 1010972.516395892 7388560.601975106, 1011068.514072578 7388575.966152716, 1011171.032780601 7388632.483190718, 1011212.529219165 7388675.401489056, 1011302.051201851 7388713.072360338, 1011326.598319762 7388745.803354969, 1011293.949578296 7388807.947426024, 1011284.483440938 7388872.005062256, 1011291.114991413 7388950.791650116, 1011300.268731817 7389015.932354279, 1011286.181059701 7389104.995045831, 1011291.265118291 7389141.184176343, 1011322.374323283 7389278.526066139, 1011330.746606643 7389322.372767788, 1011321.935715431 7389370.09735739, 1011282.888313106 7389428.69400882, 1011262.33386153 7389540.03316746, 1011359.536506559 7389637.874655498, 1011450.390403629 7389706.347275208, 1011492.215768375 7389772.817454125, 1011514.341290198 7389856.789216873, 1011523.546704958 7389896.083973069, 1011504.838537258 7390010.107143607, 1011535.949182973 7390058.145420056, 1011559.637852343 7390095.420039917, 1011578.709492143 7390157.678214488, 1011562.828950494 7390218.174771111, 1011522.106199761 7390285.828125495, 1011503.877383783 7390371.738436338, 1011504.445600922 7390470.503410283, 1011540.553741413 7390580.532369561, 1011599.956369856 7390640.84081114, 1011700.842915928 7390807.481549806, 1011801.688476664 7390938.219980693)",23254.02968297123,Hálshreppur
176,28356581,,1131.6995393215896,0,"LINESTRING (1011535.949182973 7390058.145420056, 1011648.44376978 7390068.753679676, 1011743.809010057 7390139.518381643, 1011790.591749089 7390207.435614273, 1011831.248904047 7390341.65683644, 1011903.213750267 7390538.892594771, 1011937.733670257 7390739.407954662, 1012028.203143483 7390935.969287504, 1012055.46274199 7390974.792542737)",1238.901770997936,Hálshreppur
177,28356583,,1169.8109641303922,0,"LINESTRING (1007257.538701621 7369729.151151497, 1007188.935905485 7369763.320003496, 1007166.964531506 7369817.492706344, 1007103.6125901 7369965.941305679, 1007070.753145136 7370013.295867502, 1007024.441984131 7370041.229981698, 1006969.14323488 7370038.463305708, 1006923.679968109 7370061.711525499, 1006885.921951191 7370122.712859607, 1006898.362515291 7370241.283440017, 1006911.201013406 7370304.185301185, 1006921.469941686 7370354.517984654, 1006885.195711989 7370393.968884447, 1006829.495667356 7370420.200060491, 1006740.493515327 7370442.808269585, 1006671.980795471 7370459.454948108, 1006615.123226161 7370502.195915948)",1169.8109641303922,Hálshreppur
178,28372342,,368.3560525356685,0,"LINESTRING (1014450.262333219 7388373.835368766, 1014430.580365604 7388491.528288075, 1014429.398039764 7388556.321512532, 1014488.894069335 7388563.035481507, 1014533.624200206 7388590.848245781, 1014587.824542883 7388637.754766793)",368.3560525356685,Hálshreppur
179,28372343,,221.31993471530228,0,"LINESTRING (1014734.03277804 7388773.26468821, 1014708.759933434 7388850.906341569, 1014712.002367597 7388903.511284955, 1014749.481025845 7388981.984554846)",221.31993471530228,Hálshreppur
180,28380053,,1975.801470859171,0,"LINESTRING (876881.773456244 7355314.640268514, 876804.6305977443 7355385.10725452, 876811.1591221394 7355420.88537812, 876794.1007173555 7355476.840642795, 876647.2317086402 7355546.706437794, 876565.0233650416 7355535.677589701, 876461.2102417257 7355641.170560372, 876258.008294309 7355685.575621897, 876119.8121809084 7355690.937949427, 875911.1626701446 7355686.870919248, 875753.0043841013 7355707.478109485, 875601.5049578338 7355723.025370606, 875482.5017299349 7355719.045086873, 875350.5736991854 7355767.064455193, 875120.8101675371 7355652.774870725)",1975.801470859171,Hálshreppur
181,28380054,,4751.237858765936,0,"LINESTRING (871951.7185926609 7352513.4831661, 872098.1599674914 7352683.031811238, 872292.7014809463 7352865.03313028, 872445.4405508925 7352934.78319869, 872592.7064942189 7353039.667251843, 872754.6996456651 7353128.17777031, 872870.39099675 7353292.86641024, 872956.6906489036 7353453.649099028, 873034.7656568922 7353631.252859033, 873183.752389648 7353860.078679916, 873252.387122042 7354018.507161436, 873296.3176025454 7354137.814496958, 873544.7050472584 7354338.047507345, 873656.3532875954 7354442.480575497, 873706.5423888855 7354604.408886877, 873796.2783585626 7354783.543020796, 873835.8906474391 7354979.876582774, 873965.9275578643 7355170.344900749, 874057.9702947533 7355331.856881676, 874332.4134142869 7355469.92934608, 874644.0231610086 7355553.278959838, 874803.3466577706 7355568.576693712, 875120.8101675371 7355652.774870725)",4751.237858765936,Hálshreppur
182,28380055,,2754.206284216822,0,"LINESTRING (872773.9415458401 7356039.258943727, 872837.9407596607 7356161.251422756, 872964.7286558808 7356238.178543838, 873162.2059758194 7356311.164067467, 873278.0499099116 7356420.038172859, 873493.4073921745 7356358.571477672, 873580.315101641 7356383.487866934, 873769.3744229685 7356331.988881283, 873929.0305979406 7356299.550955272, 874090.6540213092 7356297.222740368, 874229.5676546748 7356196.375477002, 874373.1966592313 7356149.882736322, 874495.6905890366 7356082.665500179, 874550.4823597104 7355940.755539953, 874722.7017681698 7355904.051988507, 874946.9916923482 7355790.73991207, 875120.8101675371 7355652.774870725)",2754.206284216822,Hálshreppur
183,28380057,FjarÃ°arÃ¡,9194.328207778926,0,"LINESTRING (867756.6234281121 7350700.55960936, 867780.3433061927 7350849.116026319, 867816.2920855347 7350945.393765048, 867837.9270060295 7351109.825836281, 867921.7954419433 7351293.164784794, 867951.9755826362 7351350.9815517, 867922.3881514613 7351659.497376786, 868012.7125081127 7351752.098242977, 867983.8853573736 7351807.564525572, 867975.5697934991 7351871.09786036, 867974.3873249998 7351962.499003702, 868055.0349788712 7352005.361555314, 868073.218289466 7352072.36434778, 868017.6463232773 7352167.398525026, 868053.1170617832 7352225.888644952, 868076.3505460677 7352336.623330815, 868071.4540669384 7352497.521144136, 868062.8887440988 7352604.080960155, 868036.5921361825 7352681.395588604, 868091.8136400454 7352877.056667664, 868130.4853016729 7352952.104981312, 868108.7975373708 7353035.393901695, 868127.6624945361 7353097.083179472, 868170.9371439047 7353178.118280883, 868165.2794282818 7353468.040480651, 868162.6974513056 7353569.968820508, 868170.0182456428 7353678.577473599, 868330.2492598942 7353812.602796325, 868394.2506414384 7353858.661875797, 868466.5068424956 7353965.013734274, 868519.6528467133 7354052.71324347, 868606.2209345361 7354090.974140277, 868676.2045649842 7354132.454994122, 868723.0910874344 7354267.759605075, 868713.8005600901 7354379.553161933, 868760.4170648104 7354557.863030029, 868850.5152511647 7354774.15983913, 868839.9971967394 7354977.220144077, 868833.4798465548 7355067.825229637, 868858.3021379355 7355124.891007879, 868833.3856097006 7355191.548004168, 868784.5174885918 7355276.578270295, 868790.671500054 7355352.699757502, 868870.9403562371 7355438.559217014, 868924.574805758 7355440.224656987, 868975.5877163556 7355543.763147739, 868993.7151877719 7355610.694467627, 868995.2650510988 7355680.818274238, 868972.168152296 7355774.604793088, 868905.3371685292 7355873.385700198, 868943.5131376793 7355910.67800799, 869028.8917057454 7355916.51990015, 869056.9028135998 7355990.123571428, 869039.7924542869 7356079.302884704, 869109.2938460319 7356083.071470206, 869159.0111597746 7356073.473552172, 869251.398109274 7356131.348511907, 870169.1612921284 7358460.898766219, 870114.1877286332 7358586.364211504, 870076.9957395018 7358705.066463543, 870047.8875546035 7358803.325479565)",9194.328207778926,Hálshreppur
184,28383900,,283.0968473129635,0,"LINESTRING (876422.6139349591 7353046.813728983, 876534.125541009 7353127.194445733, 876601.4488950537 7353195.10140608, 876624.0798555957 7353239.69931093)",506.30321232499796,Hálshreppur
